epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
125,3054.17,1.00218,0.98147,1.20317,0.57414,0.60682,0.63906,0.49068,0.96384,1.35576,1.31318,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931
126,3077.82,0.99015,0.95148,1.18972,0.53268,0.6266,0.61544,0.47179,0.97528,1.38868,1.30937,0.0207188,0.00690625,0.0207188,0.00690625,0.0207188,0.00690625,0.0207188,0.00690625
127,3101.59,0.99891,0.96545,1.19179,0.54298,0.62692,0.62242,0.47906,0.98587,1.42993,1.32199,0.0206445,0.0068815,0.0206445,0.0068815,0.0206445,0.0068815,0.0206445,0.0068815
128,3125.05,0.98792,0.95323,1.18693,0.61491,0.59239,0.62406,0.48021,0.97874,1.41519,1.33478,0.0205703,0.00685675,0.0205703,0.00685675,0.0205703,0.00685675,0.0205703,0.00685675
129,3148.91,0.97315,0.98255,1.1831,0.5779,0.58265,0.6145,0.46981,0.9759,1.4449,1.32872,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
130,3172.46,0.98363,0.95204,1.18901,0.57384,0.6009,0.62406,0.48317,0.96317,1.43019,1.31635,0.0204217,0.00680725,0.0204217,0.00680725,0.0204217,0.00680725,0.0204217,0.00680725
131,3196.81,0.97067,0.93063,1.17903,0.62492,0.59097,0.63198,0.48769,0.96077,1.39554,1.31845,0.0203475,0.0067825,0.0203475,0.0067825,0.0203475,0.0067825,0.0203475,0.0067825
132,3220.4,0.97783,0.94488,1.18612,0.5712,0.63188,0.64279,0.49916,0.94988,1.37006,1.30823,0.0202732,0.00675775,0.0202732,0.00675775,0.0202732,0.00675775,0.0202732,0.00675775
133,3244.03,0.99069,0.95398,1.18957,0.57343,0.63859,0.63733,0.49468,0.94544,1.35802,1.31357,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733
134,3267.76,0.96981,0.92472,1.17787,0.5669,0.6227,0.62554,0.48756,0.95591,1.3936,1.31959,0.0201248,0.00670825,0.0201248,0.00670825,0.0201248,0.00670825,0.0201248,0.00670825
135,3291.54,0.97843,0.93138,1.18284,0.56322,0.66377,0.62685,0.48619,0.94988,1.4235,1.30523,0.0200505,0.0066835,0.0200505,0.0066835,0.0200505,0.0066835,0.0200505,0.0066835
136,3315.27,0.98057,0.9251,1.18529,0.60679,0.57747,0.61392,0.47516,0.94392,1.42975,1.28905,0.0199762,0.00665875,0.0199762,0.00665875,0.0199762,0.00665875,0.0199762,0.00665875
137,3339.09,0.972,0.91792,1.17549,0.60107,0.60202,0.62433,0.48105,0.95637,1.42624,1.30639,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
138,3363.14,0.9685,0.90929,1.1795,0.58132,0.58549,0.59944,0.46044,0.97954,1.43145,1.33241,0.0198277,0.00660925,0.0198277,0.00660925,0.0198277,0.00660925,0.0198277,0.00660925
139,3386.73,0.98224,0.93295,1.18462,0.6216,0.56984,0.59277,0.45831,0.97339,1.4793,1.32129,0.0197535,0.0065845,0.0197535,0.0065845,0.0197535,0.0065845,0.0197535,0.0065845
140,3410.37,0.97413,0.93098,1.18202,0.62462,0.57978,0.62965,0.49073,0.95087,1.38008,1.3082,0.0196793,0.00655975,0.0196793,0.00655975,0.0196793,0.00655975,0.0196793,0.00655975
141,3434.07,0.97496,0.91359,1.18833,0.58436,0.56814,0.62184,0.47977,0.97017,1.42748,1.31514,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535
142,3457.73,0.95998,0.901,1.17244,0.60047,0.55791,0.61201,0.47238,0.97377,1.41654,1.32386,0.0195307,0.00651025,0.0195307,0.00651025,0.0195307,0.00651025,0.0195307,0.00651025
143,3482.31,0.94903,0.8843,1.1651,0.56436,0.60389,0.61274,0.4704,0.98058,1.44674,1.32901,0.0194565,0.0064855,0.0194565,0.0064855,0.0194565,0.0064855,0.0194565,0.0064855
144,3506.05,0.95842,0.90625,1.17935,0.61084,0.57727,0.63164,0.49221,0.9714,1.39368,1.31796,0.0193823,0.00646075,0.0193823,0.00646075,0.0193823,0.00646075,0.0193823,0.00646075
145,3529.97,0.9497,0.88492,1.16749,0.61715,0.56191,0.62319,0.48318,0.96696,1.4142,1.31105,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
146,3553.8,0.95406,0.90746,1.17066,0.54474,0.6623,0.62002,0.48547,0.95075,1.43893,1.30816,0.0192337,0.00641125,0.0192337,0.00641125,0.0192337,0.00641125,0.0192337,0.00641125
147,3579.42,0.96266,0.90322,1.17229,0.61115,0.56437,0.61745,0.47601,0.95056,1.49079,1.30173,0.0191595,0.0063865,0.0191595,0.0063865,0.0191595,0.0063865,0.0191595,0.0063865
148,3605.01,0.94968,0.89696,1.16966,0.57643,0.62862,0.62436,0.47938,0.96469,1.44999,1.3171,0.0190853,0.00636175,0.0190853,0.00636175,0.0190853,0.00636175,0.0190853,0.00636175
149,3630.49,0.96039,0.87915,1.16907,0.64158,0.55664,0.63043,0.48542,0.96746,1.44469,1.31648,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337
150,3655.23,0.95638,0.8865,1.17277,0.58298,0.58555,0.61918,0.48151,0.97287,1.46735,1.31982,0.0189367,0.00631225,0.0189367,0.00631225,0.0189367,0.00631225,0.0189367,0.00631225
151,3680.1,0.96154,0.88701,1.17533,0.60109,0.57481,0.62441,0.48674,0.97405,1.46055,1.3205,0.0188625,0.0062875,0.0188625,0.0062875,0.0188625,0.0062875,0.0188625,0.0062875
152,3705.72,0.95289,0.88525,1.17211,0.59773,0.55091,0.60339,0.46659,0.9699,1.49768,1.31416,0.0187882,0.00626275,0.0187882,0.00626275,0.0187882,0.00626275,0.0187882,0.00626275
153,3730.74,0.94132,0.87502,1.16554,0.52243,0.60849,0.60278,0.47064,0.97409,1.49527,1.33306,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
154,3756.25,0.94258,0.88428,1.16673,0.57228,0.61391,0.63741,0.49405,0.97383,1.43113,1.32244,0.0186397,0.00621325,0.0186397,0.00621325,0.0186397,0.00621325,0.0186397,0.00621325
155,3783.9,0.93993,0.8648,1.1609,0.59142,0.60343,0.61772,0.47619,0.9743,1.43561,1.32147,0.0185655,0.0061885,0.0185655,0.0061885,0.0185655,0.0061885,0.0185655,0.0061885
156,3809.5,0.93048,0.8649,1.1598,0.57056,0.5977,0.60629,0.47208,0.94463,1.44312,1.30758,0.0184913,0.00616375,0.0184913,0.00616375,0.0184913,0.00616375,0.0184913,0.00616375
157,3838.52,0.94255,0.86221,1.16314,0.6301,0.55172,0.62361,0.48377,0.96309,1.46639,1.32014,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139
158,3865.95,0.93863,0.86683,1.16173,0.59033,0.59556,0.62869,0.48663,0.96206,1.44091,1.32112,0.0183427,0.00611425,0.0183427,0.00611425,0.0183427,0.00611425,0.0183427,0.00611425
159,3893.1,0.92282,0.85606,1.15121,0.61917,0.54749,0.61378,0.47712,0.9462,1.51065,1.30182,0.0182685,0.0060895,0.0182685,0.0060895,0.0182685,0.0060895,0.0182685,0.0060895
160,3920.73,0.93963,0.86215,1.16144,0.6809,0.5692,0.63339,0.48964,0.95878,1.41672,1.30451,0.0181942,0.00606475,0.0181942,0.00606475,0.0181942,0.00606475,0.0181942,0.00606475
161,3945.43,0.93523,0.8661,1.16146,0.55837,0.6303,0.62108,0.47816,0.96442,1.45902,1.31969,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
162,3969.96,0.93509,0.85048,1.1567,0.58243,0.5862,0.62131,0.47744,0.95892,1.46416,1.31796,0.0180457,0.00601525,0.0180457,0.00601525,0.0180457,0.00601525,0.0180457,0.00601525
163,3994.13,0.9261,0.83196,1.14922,0.57799,0.61645,0.62863,0.47973,0.97548,1.45366,1.3353,0.0179715,0.0059905,0.0179715,0.0059905,0.0179715,0.0059905,0.0179715,0.0059905
164,4018.53,0.93048,0.84392,1.158,0.55659,0.64938,0.63217,0.48236,0.97596,1.43341,1.33691,0.0178972,0.00596575,0.0178972,0.00596575,0.0178972,0.00596575,0.0178972,0.00596575
165,4042.73,0.93153,0.84937,1.15816,0.59805,0.62897,0.63118,0.48619,0.95918,1.43523,1.32895,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941
166,4067.1,0.92303,0.84411,1.15274,0.6151,0.61411,0.62939,0.48684,0.97024,1.43193,1.3339,0.0177488,0.00591625,0.0177488,0.00591625,0.0177488,0.00591625,0.0177488,0.00591625
167,4091.49,0.9342,0.84396,1.15136,0.60282,0.62329,0.62014,0.47994,0.96048,1.41699,1.31718,0.0176745,0.0058915,0.0176745,0.0058915,0.0176745,0.0058915,0.0176745,0.0058915
168,4117.39,0.929,0.84431,1.15226,0.61513,0.58507,0.61547,0.47531,0.94693,1.46359,1.31392,0.0176003,0.00586675,0.0176003,0.00586675,0.0176003,0.00586675,0.0176003,0.00586675
169,4141.66,0.92489,0.82177,1.14905,0.629,0.56724,0.62583,0.48917,0.95235,1.45328,1.30709,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
